transaction_id,date,customer_id,segment,branch,product,transaction_type,category,amount,status
TXN003998,2024-04-04,CUS0198,Wealth Management,Johor Bahru,Current Account,Deposit,Salary Credit,6373.6,Completed
TXN003999,2024-02-02,CUS0115,Wealth Management,Ipoh,Personal Loan,Deposit,Salary Credit,1108.88,Completed
TXN004000,2024-02-28,CUS0005,Wealth Management,Johor Bahru,Savings Account,Payment,Merchant Payment,2632.16,Pending
TXN004001,2024-11-01,CUS0132,SME,Petaling Jaya,Personal Loan,Loan Repayment,Personal Loan,2875.24,Pending
TXN004002,2024-07-16,CUS0139,Retail,Kuala Lumpur,Savings Account,Payment,E-wallet Top Up,240.09,Completed
TXN004003,2024-04-06,CUS0088,Retail,Johor Bahru,Fixed Deposit,Deposit,Cash Deposit,5445.29,Completed
TXN004004,2024-02-01,CUS0037,Wealth Management,Ipoh,Current Account,Deposit,Cash Deposit,22265.96,Completed
TXN004005,2024-11-28,CUS0009,Retail,Johor Bahru,Current Account,Transfer,DuitNow Transfer,320.93,Completed
TXN004006,2024-09-18,CUS0194,Retail,Johor Bahru,Savings Account,Deposit,Online Transfer In,166.15,Completed
TXN004007,2024-10-08,CUS0142,SME,Petaling Jaya,Current Account,Transfer,DuitNow Transfer,1135.16,Completed
TXN004008,2024-10-28,CUS0196,SME,Kuala Lumpur,Fixed Deposit,Transfer,DuitNow Transfer,2391.81,Completed
TXN004009,2024-01-02,CUS0152,SME,Ipoh,Current Account,Deposit,Salary Credit,9348.63,Completed
TXN004010,2024-07-25,CUS0033,Retail,Johor Bahru,Current Account,Deposit,Cash Deposit,72.21,Completed
TXN004011,2024-10-28,CUS0027,SME,Johor Bahru,Credit Card,Transfer,DuitNow Transfer,683.94,Completed
TXN004012,2024-01-11,CUS0188,SME,Johor Bahru,Savings Account,Deposit,Cash Deposit,491.21,Completed
TXN004013,2024-05-17,CUS0178,SME,Petaling Jaya,Savings Account,Payment,Merchant Payment,2507.48,Completed
TXN004014,2024-06-02,CUS0171,Retail,Petaling Jaya,Savings Account,Payment,Merchant Payment,1173.54,Completed
TXN004015,2024-01-01,CUS0001,Wealth Management,Kuala Lumpur,Credit Card,Withdrawal,Cash Withdrawal,2528.86,Completed
TXN004016,2024-11-10,CUS0108,SME,Ipoh,Personal Loan,Deposit,Cash Deposit,1123.26,Completed
TXN004017,2024-01-22,CUS0173,SME,Ipoh,Personal Loan,Loan Repayment,Car Loan,2707.73,Completed
TXN004018,2024-04-09,CUS0100,Wealth Management,Ipoh,Credit Card,Transfer,Interbank Transfer,13081.47,Completed
TXN004019,2024-10-10,CUS0097,Retail,Kuala Lumpur,Current Account,Withdrawal,Cash Withdrawal,703.97,Completed
TXN004020,2024-11-14,CUS0028,Wealth Management,Ipoh,Credit Card,Loan Repayment,Personal Loan,12227.21,Completed
TXN004021,2024-01-08,CUS0005,Wealth Management,Johor Bahru,Personal Loan,Loan Repayment,Car Loan,837.58,Completed
TXN004022,2024-10-11,CUS0109,Retail,Ipoh,Personal Loan,Payment,E-wallet Top Up,3635.18,Completed
TXN004023,2024-08-29,CUS0038,Wealth Management,Johor Bahru,Personal Loan,Loan Repayment,Home Loan,10169.65,Failed
TXN004024,2024-02-07,CUS0094,Retail,Ipoh,Fixed Deposit,Payment,E-wallet Top Up,1047.02,Completed
TXN004025,2024-04-02,CUS0076,SME,Johor Bahru,Fixed Deposit,Loan Repayment,Car Loan,2104.57,Completed
TXN004026,2024-08-20,CUS0145,SME,Penang,Credit Card,Deposit,Online Transfer In,3413.83,Completed
TXN004027,2024-03-05,CUS0085,Retail,Petaling Jaya,Savings Account,Loan Repayment,Home Loan,491.28,Pending
TXN004028,2024-12-25,CUS0008,Wealth Management,Petaling Jaya,Fixed Deposit,Withdrawal,Cash Withdrawal,23850.98,Completed
TXN004029,2024-10-13,CUS0092,Retail,Kuala Lumpur,Current Account,Loan Repayment,Personal Loan,924.56,Completed
TXN004030,2024-10-10,CUS0150,SME,Penang,Savings Account,Transfer,IBG Transfer,2650.56,Completed
TXN004031,2024-03-12,CUS0128,Retail,Petaling Jaya,Savings Account,Loan Repayment,Car Loan,373.14,Completed
TXN004032,2024-09-18,CUS0048,SME,Kuala Lumpur,Fixed Deposit,Transfer,DuitNow Transfer,1049.81,Failed
TXN004033,2024-09-06,CUS0004,Wealth Management,Ipoh,Credit Card,Deposit,Cash Deposit,1099.05,Completed
TXN004034,2024-03-11,CUS0176,SME,Petaling Jaya,Credit Card,Deposit,Online Transfer In,5951.3,Completed
TXN004035,2024-02-08,CUS0183,SME,Ipoh,Savings Account,Loan Repayment,Home Loan,57.26,Completed
TXN004036,2024-05-23,CUS0182,SME,Ipoh,Savings Account,Loan Repayment,Home Loan,2528.36,Completed
TXN004037,2024-03-11,CUS0165,SME,Ipoh,Credit Card,Loan Repayment,Car Loan,57157.82,Completed
TXN004038,2024-11-04,CUS0001,Wealth Management,Kuala Lumpur,Credit Card,Withdrawal,ATM Withdrawal,2384.51,Completed
TXN004039,2024-08-18,CUS0167,Wealth Management,Petaling Jaya,Savings Account,Loan Repayment,Home Loan,27578.18,Completed
TXN004040,2024-07-06,CUS0042,Wealth Management,Johor Bahru,Fixed Deposit,Transfer,Interbank Transfer,5400.08,Pending
TXN004041,2024-06-26,CUS0155,SME,Johor Bahru,Fixed Deposit,Deposit,Online Transfer In,922.93,Completed
TXN004042,2024-08-10,CUS0016,SME,Kuala Lumpur,Personal Loan,Deposit,Cash Deposit,5895.93,Completed
TXN004043,2024-03-05,CUS0146,SME,Ipoh,Fixed Deposit,Loan Repayment,Home Loan,2501.21,Completed
TXN004044,2024-10-21,CUS0029,Wealth Management,Penang,Savings Account,Deposit,Online Transfer In,1242.33,Pending
TXN004045,2024-11-19,CUS0015,Retail,Johor Bahru,Credit Card,Deposit,Salary Credit,7027.51,Completed
TXN004046,2024-05-20,CUS0158,Wealth Management,Penang,Savings Account,Transfer,DuitNow Transfer,1546.54,Completed
TXN004047,2024-05-22,CUS0138,Wealth Management,Petaling Jaya,Credit Card,Withdrawal,ATM Withdrawal,17577.45,Failed
TXN004048,2024-10-13,CUS0038,Wealth Management,Johor Bahru,Personal Loan,Loan Repayment,Home Loan,2341.21,Completed
TXN004049,2024-01-30,CUS0041,Retail,Petaling Jaya,Savings Account,Transfer,IBG Transfer,785.48,Completed
TXN004050,2024-03-23,CUS0008,Wealth Management,Petaling Jaya,Fixed Deposit,Loan Repayment,Home Loan,3206.74,Completed
TXN004051,2024-03-10,CUS0196,SME,Kuala Lumpur,Credit Card,Withdrawal,ATM Withdrawal,359.04,Completed
TXN004052,2024-01-04,CUS0157,Wealth Management,Kuala Lumpur,Credit Card,Loan Repayment,Car Loan,5295.91,Completed
TXN004053,2024-11-24,CUS0169,SME,Ipoh,Savings Account,Transfer,Interbank Transfer,1056.68,Completed
TXN004054,2024-01-01,CUS0154,Retail,Ipoh,Personal Loan,Loan Repayment,Car Loan,10385.51,Completed
TXN004055,2024-12-02,CUS0178,SME,Petaling Jaya,Savings Account,Payment,Bill Payment,1144.27,Completed
TXN004056,2024-01-23,CUS0015,Retail,Johor Bahru,Fixed Deposit,Payment,Bill Payment,769.42,Completed
TXN004057,2024-10-18,CUS0197,SME,Johor Bahru,Current Account,Payment,Bill Payment,3276.77,Completed
TXN004058,2024-02-06,CUS0002,Wealth Management,Penang,Credit Card,Deposit,Cash Deposit,3676.19,Completed
TXN004059,2024-09-04,CUS0065,Retail,Petaling Jaya,Fixed Deposit,Deposit,Salary Credit,4239.37,Pending
TXN004060,2024-10-20,CUS0145,SME,Penang,Fixed Deposit,Deposit,Online Transfer In,159.75,Completed
TXN004061,2024-05-30,CUS0024,Wealth Management,Penang,Current Account,Transfer,Interbank Transfer,1296.75,Completed
TXN004062,2024-07-30,CUS0046,Wealth Management,Penang,Personal Loan,Withdrawal,Cash Withdrawal,5616.59,Completed
TXN004063,2024-06-25,CUS0090,SME,Johor Bahru,Current Account,Withdrawal,Cash Withdrawal,1335.77,Completed
TXN004064,2024-02-29,CUS0079,Retail,Petaling Jaya,Credit Card,Transfer,DuitNow Transfer,5252.86,Completed
TXN004065,2024-09-20,CUS0124,Retail,Kuala Lumpur,Current Account,Deposit,Online Transfer In,13654.25,Failed
TXN004066,2024-10-02,CUS0153,SME,Kuala Lumpur,Savings Account,Withdrawal,Cash Withdrawal,1956.15,Completed
TXN004067,2024-05-12,CUS0194,Retail,Johor Bahru,Fixed Deposit,Deposit,Salary Credit,3416.46,Completed
TXN004068,2024-12-05,CUS0016,SME,Kuala Lumpur,Personal Loan,Transfer,Interbank Transfer,654.9,Completed
TXN004069,2024-08-27,CUS0033,Retail,Johor Bahru,Fixed Deposit,Withdrawal,ATM Withdrawal,14849.6,Completed
TXN004070,2024-05-11,CUS0178,SME,Petaling Jaya,Personal Loan,Transfer,DuitNow Transfer,24815.19,Completed
TXN004071,2024-03-18,CUS0017,Wealth Management,Ipoh,Credit Card,Withdrawal,Cash Withdrawal,580.71,Completed
TXN004072,2024-10-06,CUS0071,SME,Johor Bahru,Credit Card,Payment,Merchant Payment,4075.87,Completed
TXN004073,2024-04-09,CUS0046,Wealth Management,Penang,Personal Loan,Payment,Merchant Payment,11149.17,Completed
TXN004074,2024-10-04,CUS0200,SME,Johor Bahru,Personal Loan,Transfer,DuitNow Transfer,523.79,Completed
TXN004075,2024-06-11,CUS0162,Wealth Management,Ipoh,Current Account,Transfer,IBG Transfer,26821.39,Completed
TXN004076,2024-03-11,CUS0106,Wealth Management,Penang,Personal Loan,Transfer,DuitNow Transfer,7817.7,Completed
TXN004077,2024-08-16,CUS0164,SME,Penang,Credit Card,Transfer,IBG Transfer,23774.7,Pending
TXN004078,2024-07-03,CUS0057,Retail,Johor Bahru,Credit Card,Deposit,Cash Deposit,1850.35,Completed
TXN004079,2024-07-05,CUS0132,SME,Petaling Jaya,Credit Card,Transfer,IBG Transfer,1788.79,Completed
TXN004080,2024-01-05,CUS0112,SME,Penang,Personal Loan,Loan Repayment,Home Loan,1699.9,Completed
TXN004081,2024-02-24,CUS0024,Wealth Management,Penang,Savings Account,Transfer,DuitNow Transfer,5995.08,Completed
TXN004082,2024-01-15,CUS0155,SME,Johor Bahru,Personal Loan,Transfer,Interbank Transfer,7936.46,Completed
TXN004083,2024-02-12,CUS0026,Wealth Management,Petaling Jaya,Savings Account,Withdrawal,ATM Withdrawal,56638.83,Completed
TXN004084,2024-02-18,CUS0034,Wealth Management,Johor Bahru,Personal Loan,Loan Repayment,Car Loan,1634.18,Failed
TXN004085,2024-06-17,CUS0021,SME,Penang,Fixed Deposit,Deposit,Salary Credit,359.86,Completed
TXN004086,2024-07-18,CUS0106,Wealth Management,Penang,Savings Account,Payment,E-wallet Top Up,1779.81,Completed
TXN004087,2024-11-20,CUS0031,SME,Penang,Savings Account,Withdrawal,ATM Withdrawal,928.02,Completed
TXN004088,2024-04-29,CUS0200,SME,Johor Bahru,Fixed Deposit,Loan Repayment,Car Loan,2306.57,Completed
TXN004089,2024-02-12,CUS0193,Wealth Management,Petaling Jaya,Current Account,Transfer,Interbank Transfer,529.67,Failed
TXN004090,2024-03-10,CUS0134,Wealth Management,Johor Bahru,Current Account,Deposit,Online Transfer In,15095.28,Completed
TXN004091,2024-07-01,CUS0027,SME,Johor Bahru,Savings Account,Transfer,Interbank Transfer,55.89,Completed
TXN004092,2024-01-26,CUS0089,SME,Penang,Savings Account,Payment,E-wallet Top Up,673.34,Completed
TXN004093,2024-04-03,CUS0020,Retail,Petaling Jaya,Fixed Deposit,Transfer,IBG Transfer,554.59,Pending
TXN004094,2024-08-13,CUS0109,Retail,Ipoh,Personal Loan,Loan Repayment,Car Loan,2187.73,Completed
TXN004095,2024-01-23,CUS0038,Wealth Management,Johor Bahru,Credit Card,Payment,Merchant Payment,13173.84,Completed
TXN004096,2024-04-07,CUS0083,Retail,Johor Bahru,Current Account,Payment,E-wallet Top Up,490.0,Completed
TXN004097,2024-06-30,CUS0124,Retail,Kuala Lumpur,Personal Loan,Loan Repayment,Home Loan,418.01,Completed
TXN004098,2024-12-07,CUS0009,Retail,Johor Bahru,Savings Account,Deposit,Salary Credit,1845.5,Completed
TXN004099,2024-12-12,CUS0083,Retail,Johor Bahru,Personal Loan,Payment,Merchant Payment,584.99,Completed
TXN004100,2024-01-07,CUS0074,Retail,Kuala Lumpur,Current Account,Transfer,Interbank Transfer,191.97,Completed
TXN004101,2024-01-02,CUS0105,SME,Johor Bahru,Fixed Deposit,Loan Repayment,Home Loan,462.64,Completed
TXN004102,2024-08-07,CUS0186,SME,Petaling Jaya,Savings Account,Deposit,Salary Credit,1031.84,Completed
TXN004103,2024-02-06,CUS0018,Wealth Management,Petaling Jaya,Personal Loan,Transfer,IBG Transfer,9570.57,Completed
TXN004104,2024-04-23,CUS0198,Wealth Management,Johor Bahru,Fixed Deposit,Loan Repayment,Home Loan,5966.74,Completed
TXN004105,2024-10-06,CUS0038,Wealth Management,Johor Bahru,Fixed Deposit,Loan Repayment,Home Loan,2026.83,Completed
TXN004106,2024-12-17,CUS0022,Wealth Management,Penang,Personal Loan,Withdrawal,Cash Withdrawal,2023.61,Completed
TXN004107,2024-07-17,CUS0155,SME,Johor Bahru,Savings Account,Deposit,Cash Deposit,16424.17,Completed
TXN004108,2024-10-18,CUS0013,Retail,Johor Bahru,Personal Loan,Payment,Merchant Payment,314.3,Completed
TXN004109,2024-10-19,CUS0072,Wealth Management,Petaling Jaya,Credit Card,Deposit,Cash Deposit,15841.97,Pending
TXN004110,2024-02-07,CUS0082,SME,Johor Bahru,Personal Loan,Loan Repayment,Home Loan,222.81,Completed
TXN004111,2024-05-14,CUS0058,Wealth Management,Petaling Jaya,Savings Account,Payment,Merchant Payment,1302.65,Completed
TXN004112,2024-09-13,CUS0112,SME,Penang,Fixed Deposit,Withdrawal,Cash Withdrawal,1837.38,Completed
TXN004113,2024-12-05,CUS0086,SME,Johor Bahru,Current Account,Withdrawal,ATM Withdrawal,35414.65,Completed
TXN004114,2024-10-24,CUS0101,Wealth Management,Kuala Lumpur,Fixed Deposit,Transfer,DuitNow Transfer,1547.45,Completed
TXN004115,2024-07-20,CUS0056,Retail,Petaling Jaya,Credit Card,Deposit,Salary Credit,227.27,Completed
TXN004116,2024-06-16,CUS0119,SME,Penang,Savings Account,Withdrawal,Cash Withdrawal,490.19,Completed
TXN004117,2024-02-07,CUS0042,Wealth Management,Johor Bahru,Credit Card,Transfer,IBG Transfer,2411.38,Completed
TXN004118,2024-05-10,CUS0114,Wealth Management,Ipoh,Current Account,Payment,Merchant Payment,4251.25,Completed
TXN004119,2024-02-24,CUS0013,Retail,Johor Bahru,Credit Card,Withdrawal,Cash Withdrawal,1678.58,Completed
TXN004120,2024-11-17,CUS0190,SME,Penang,Current Account,Withdrawal,ATM Withdrawal,5825.45,Completed
TXN004121,2024-03-17,CUS0048,SME,Kuala Lumpur,Current Account,Loan Repayment,Personal Loan,2281.75,Completed
TXN004122,2024-02-18,CUS0121,Wealth Management,Penang,Savings Account,Transfer,DuitNow Transfer,938.58,Completed
TXN004123,2024-01-21,CUS0043,SME,Johor Bahru,Credit Card,Deposit,Online Transfer In,138.64,Completed
TXN004124,2024-05-05,CUS0026,Wealth Management,Petaling Jaya,Savings Account,Deposit,Cash Deposit,37354.86,Completed
TXN004125,2024-07-30,CUS0049,Wealth Management,Petaling Jaya,Personal Loan,Loan Repayment,Personal Loan,2138.58,Completed
TXN004126,2024-02-29,CUS0153,SME,Kuala Lumpur,Savings Account,Deposit,Salary Credit,19455.0,Completed
TXN004127,2024-03-10,CUS0055,SME,Penang,Personal Loan,Payment,Bill Payment,492.51,Pending
TXN004128,2024-06-20,CUS0101,Wealth Management,Kuala Lumpur,Credit Card,Transfer,Interbank Transfer,1658.61,Completed
TXN004129,2024-10-05,CUS0161,SME,Johor Bahru,Credit Card,Loan Repayment,Personal Loan,1961.73,Completed
TXN004130,2024-02-14,CUS0042,Wealth Management,Johor Bahru,Current Account,Loan Repayment,Home Loan,8218.13,Completed
TXN004131,2024-06-08,CUS0063,Wealth Management,Penang,Current Account,Loan Repayment,Car Loan,63517.17,Completed
TXN004132,2024-08-02,CUS0063,Wealth Management,Penang,Current Account,Withdrawal,ATM Withdrawal,3563.47,Completed
TXN004133,2024-07-08,CUS0185,Retail,Johor Bahru,Fixed Deposit,Withdrawal,Cash Withdrawal,14187.87,Completed
TXN004134,2024-08-24,CUS0140,Retail,Johor Bahru,Credit Card,Deposit,Cash Deposit,14830.68,Completed
TXN004135,2024-01-01,CUS0003,Retail,Petaling Jaya,Credit Card,Loan Repayment,Home Loan,293.0,Completed
TXN004136,2024-04-25,CUS0076,SME,Johor Bahru,Personal Loan,Transfer,IBG Transfer,6117.29,Completed
TXN004137,2024-12-24,CUS0085,Retail,Petaling Jaya,Current Account,Withdrawal,Cash Withdrawal,820.83,Completed
TXN004138,2024-12-04,CUS0011,SME,Penang,Current Account,Loan Repayment,Personal Loan,502.11,Completed
TXN004139,2024-09-24,CUS0077,Wealth Management,Kuala Lumpur,Personal Loan,Loan Repayment,Home Loan,30068.7,Pending
TXN004140,2024-07-06,CUS0173,SME,Ipoh,Personal Loan,Deposit,Online Transfer In,24043.52,Completed
TXN004141,2024-09-14,CUS0003,Retail,Petaling Jaya,Credit Card,Deposit,Salary Credit,7233.18,Completed
TXN004142,2024-10-08,CUS0060,SME,Ipoh,Personal Loan,Transfer,DuitNow Transfer,1861.81,Completed
TXN004143,2024-10-18,CUS0183,SME,Ipoh,Credit Card,Loan Repayment,Car Loan,865.14,Completed
TXN004144,2024-12-26,CUS0187,Wealth Management,Johor Bahru,Savings Account,Payment,Bill Payment,30998.44,Completed
TXN004145,2024-12-28,CUS0168,SME,Petaling Jaya,Savings Account,Loan Repayment,Home Loan,124.26,Completed
TXN004146,2024-09-02,CUS0112,SME,Penang,Personal Loan,Transfer,IBG Transfer,1855.52,Completed
TXN004147,2024-02-04,CUS0023,SME,Penang,Personal Loan,Loan Repayment,Home Loan,170.5,Failed
TXN004148,2024-09-17,CUS0146,SME,Ipoh,Personal Loan,Loan Repayment,Home Loan,1424.68,Completed
TXN004149,2024-06-18,CUS0042,Wealth Management,Johor Bahru,Fixed Deposit,Withdrawal,Cash Withdrawal,2921.36,Completed
TXN004150,2024-03-11,CUS0192,Retail,Petaling Jaya,Current Account,Deposit,Online Transfer In,2893.52,Completed
TXN004151,2024-01-01,CUS0175,Wealth Management,Johor Bahru,Savings Account,Payment,Bill Payment,9600.81,Completed
TXN004152,2024-10-01,CUS0063,Wealth Management,Penang,Current Account,Withdrawal,Cash Withdrawal,2030.49,Completed
TXN004153,2024-12-05,CUS0100,Wealth Management,Ipoh,Current Account,Withdrawal,ATM Withdrawal,1297.57,Completed
TXN004154,2024-05-22,CUS0126,Wealth Management,Johor Bahru,Credit Card,Deposit,Cash Deposit,4255.53,Failed
TXN004155,2024-09-25,CUS0131,SME,Penang,Savings Account,Withdrawal,ATM Withdrawal,1017.84,Completed
TXN004156,2024-11-04,CUS0176,SME,Petaling Jaya,Current Account,Transfer,Interbank Transfer,42.45,Completed
TXN004157,2024-03-06,CUS0071,SME,Johor Bahru,Savings Account,Withdrawal,ATM Withdrawal,676.06,Completed
TXN004158,2024-12-31,CUS0111,SME,Kuala Lumpur,Current Account,Deposit,Cash Deposit,5877.8,Completed
TXN004159,2024-08-12,CUS0102,Wealth Management,Ipoh,Credit Card,Withdrawal,ATM Withdrawal,23236.08,Completed
TXN004160,2024-05-04,CUS0052,SME,Petaling Jaya,Fixed Deposit,Withdrawal,ATM Withdrawal,370.93,Completed
TXN004161,2024-09-14,CUS0081,Retail,Johor Bahru,Savings Account,Deposit,Salary Credit,13023.34,Completed
TXN004162,2024-05-09,CUS0095,Wealth Management,Ipoh,Credit Card,Deposit,Cash Deposit,4653.74,Completed
TXN004163,2024-10-31,CUS0045,Wealth Management,Kuala Lumpur,Current Account,Deposit,Cash Deposit,6866.12,Pending
TXN004164,2024-08-23,CUS0170,Retail,Petaling Jaya,Fixed Deposit,Payment,Merchant Payment,212.74,Completed
TXN004165,2024-11-08,CUS0190,SME,Penang,Personal Loan,Loan Repayment,Home Loan,3183.34,Completed
TXN004166,2024-01-12,CUS0057,Retail,Johor Bahru,Current Account,Deposit,Online Transfer In,864.8,Failed
TXN004167,2024-12-15,CUS0037,Wealth Management,Ipoh,Savings Account,Deposit,Cash Deposit,101709.84,Completed
TXN004168,2024-01-21,CUS0010,Retail,Petaling Jaya,Current Account,Payment,E-wallet Top Up,537.64,Completed
TXN004169,2024-03-02,CUS0132,SME,Petaling Jaya,Savings Account,Loan Repayment,Home Loan,594.75,Completed
TXN004170,2024-02-04,CUS0140,Retail,Johor Bahru,Personal Loan,Loan Repayment,Car Loan,86.52,Completed
TXN004171,2024-10-17,CUS0001,Wealth Management,Kuala Lumpur,Savings Account,Withdrawal,ATM Withdrawal,6558.5,Completed
TXN004172,2024-08-02,CUS0010,Retail,Petaling Jaya,Credit Card,Withdrawal,ATM Withdrawal,5677.13,Completed
TXN004173,2024-07-26,CUS0116,Wealth Management,Kuala Lumpur,Personal Loan,Deposit,Cash Deposit,2744.28,Completed
TXN004174,2024-08-23,CUS0128,Retail,Petaling Jaya,Savings Account,Payment,Merchant Payment,25.31,Completed
TXN004175,2024-02-13,CUS0053,Retail,Ipoh,Personal Loan,Payment,Bill Payment,1489.7,Completed
TXN004176,2024-07-04,CUS0190,SME,Penang,Savings Account,Payment,Merchant Payment,2008.14,Completed
TXN004177,2024-06-02,CUS0154,Retail,Ipoh,Savings Account,Transfer,DuitNow Transfer,330.53,Completed
TXN004178,2024-04-10,CUS0129,SME,Ipoh,Fixed Deposit,Payment,Merchant Payment,4913.98,Completed
TXN004179,2024-10-17,CUS0196,SME,Kuala Lumpur,Credit Card,Withdrawal,ATM Withdrawal,271.68,Completed
TXN004180,2024-11-05,CUS0179,Wealth Management,Ipoh,Credit Card,Transfer,Interbank Transfer,12391.89,Completed
TXN004181,2024-03-27,CUS0101,Wealth Management,Kuala Lumpur,Credit Card,Withdrawal,ATM Withdrawal,3776.67,Completed
TXN004182,2024-05-31,CUS0196,SME,Kuala Lumpur,Current Account,Deposit,Salary Credit,102.18,Completed
TXN004183,2024-03-11,CUS0038,Wealth Management,Johor Bahru,Fixed Deposit,Payment,E-wallet Top Up,9963.75,Pending
TXN004184,2024-06-13,CUS0170,Retail,Petaling Jaya,Fixed Deposit,Loan Repayment,Personal Loan,19.91,Completed
TXN004185,2024-09-20,CUS0111,SME,Kuala Lumpur,Personal Loan,Deposit,Online Transfer In,5850.54,Completed
TXN004186,2024-09-09,CUS0113,SME,Ipoh,Personal Loan,Deposit,Online Transfer In,18143.21,Pending
TXN004187,2024-11-14,CUS0101,Wealth Management,Kuala Lumpur,Credit Card,Loan Repayment,Home Loan,44096.02,Completed
TXN004188,2024-12-30,CUS0002,Wealth Management,Penang,Savings Account,Withdrawal,Cash Withdrawal,7125.13,Completed
TXN004189,2024-07-13,CUS0103,SME,Penang,Fixed Deposit,Loan Repayment,Personal Loan,183.47,Completed
TXN004190,2024-05-02,CUS0162,Wealth Management,Ipoh,Current Account,Loan Repayment,Car Loan,2501.82,Completed
TXN004191,2024-04-05,CUS0156,Wealth Management,Penang,Fixed Deposit,Transfer,DuitNow Transfer,108584.1,Completed
TXN004192,2024-04-30,CUS0009,Retail,Johor Bahru,Current Account,Transfer,Interbank Transfer,487.61,Completed
TXN004193,2024-12-19,CUS0118,Wealth Management,Ipoh,Current Account,Withdrawal,ATM Withdrawal,1245.86,Completed
TXN004194,2024-09-27,CUS0100,Wealth Management,Ipoh,Credit Card,Transfer,Interbank Transfer,2997.4,Completed
TXN004195,2024-05-16,CUS0082,SME,Johor Bahru,Fixed Deposit,Transfer,Interbank Transfer,3890.36,Completed
TXN004196,2024-10-15,CUS0117,SME,Kuala Lumpur,Fixed Deposit,Payment,E-wallet Top Up,64.0,Completed
TXN004197,2024-10-27,CUS0113,SME,Ipoh,Fixed Deposit,Payment,Merchant Payment,5475.21,Completed
TXN004198,2024-07-03,CUS0033,Retail,Johor Bahru,Current Account,Transfer,IBG Transfer,4928.95,Completed
TXN004199,2024-05-18,CUS0081,Retail,Johor Bahru,Credit Card,Loan Repayment,Car Loan,1200.9,Completed
TXN004200,2024-07-14,CUS0013,Retail,Johor Bahru,Savings Account,Loan Repayment,Personal Loan,3887.94,Completed
TXN004201,2024-02-10,CUS0080,Retail,Ipoh,Current Account,Transfer,IBG Transfer,1467.6,Completed
TXN004202,2024-10-01,CUS0160,Wealth Management,Petaling Jaya,Savings Account,Transfer,IBG Transfer,60364.5,Completed
TXN004203,2024-09-17,CUS0164,SME,Penang,Savings Account,Loan Repayment,Car Loan,6908.89,Completed
TXN004204,2024-11-01,CUS0022,Wealth Management,Penang,Current Account,Withdrawal,Cash Withdrawal,6397.03,Completed
TXN004205,2024-07-14,CUS0191,Wealth Management,Kuala Lumpur,Credit Card,Transfer,Interbank Transfer,454.81,Completed
TXN004206,2024-02-27,CUS0134,Wealth Management,Johor Bahru,Current Account,Payment,Bill Payment,30865.12,Completed
TXN004207,2024-05-02,CUS0159,SME,Johor Bahru,Fixed Deposit,Transfer,IBG Transfer,5616.35,Completed
TXN004208,2024-05-16,CUS0113,SME,Ipoh,Current Account,Loan Repayment,Home Loan,1057.5,Completed
TXN004209,2024-12-07,CUS0033,Retail,Johor Bahru,Fixed Deposit,Transfer,IBG Transfer,7645.32,Completed
TXN004210,2024-05-06,CUS0151,Wealth Management,Ipoh,Current Account,Loan Repayment,Home Loan,2381.36,Pending
TXN004211,2024-06-11,CUS0011,SME,Penang,Fixed Deposit,Deposit,Cash Deposit,1260.43,Completed
TXN004212,2024-10-17,CUS0013,Retail,Johor Bahru,Credit Card,Deposit,Cash Deposit,7855.57,Completed
TXN004213,2024-02-23,CUS0040,SME,Kuala Lumpur,Savings Account,Payment,Bill Payment,11967.2,Completed
TXN004214,2024-09-28,CUS0044,Wealth Management,Penang,Fixed Deposit,Deposit,Cash Deposit,4789.24,Pending
TXN004215,2024-02-10,CUS0072,Wealth Management,Petaling Jaya,Fixed Deposit,Withdrawal,ATM Withdrawal,1432.66,Completed
TXN004216,2024-10-12,CUS0048,SME,Kuala Lumpur,Fixed Deposit,Payment,Bill Payment,50485.06,Completed
TXN004217,2024-12-02,CUS0115,Wealth Management,Ipoh,Fixed Deposit,Withdrawal,Cash Withdrawal,229.71,Completed
TXN004218,2024-09-15,CUS0118,Wealth Management,Ipoh,Credit Card,Withdrawal,Cash Withdrawal,6031.7,Completed
TXN004219,2024-02-27,CUS0094,Retail,Ipoh,Credit Card,Payment,Bill Payment,1300.46,Completed
TXN004220,2024-12-20,CUS0180,Retail,Ipoh,Personal Loan,Withdrawal,ATM Withdrawal,3492.28,Completed
TXN004221,2024-03-16,CUS0161,SME,Johor Bahru,Current Account,Transfer,Interbank Transfer,554.11,Pending
TXN004222,2024-03-08,CUS0196,SME,Kuala Lumpur,Personal Loan,Payment,Merchant Payment,89.75,Completed
TXN004223,2024-04-06,CUS0015,Retail,Johor Bahru,Current Account,Transfer,DuitNow Transfer,189.16,Completed
TXN004224,2024-02-01,CUS0197,SME,Johor Bahru,Savings Account,Deposit,Cash Deposit,52388.99,Pending
TXN004225,2024-08-12,CUS0154,Retail,Ipoh,Personal Loan,Transfer,IBG Transfer,534.75,Completed
TXN004226,2024-11-28,CUS0120,Wealth Management,Penang,Personal Loan,Transfer,DuitNow Transfer,1289.95,Completed
TXN004227,2024-01-13,CUS0026,Wealth Management,Petaling Jaya,Current Account,Deposit,Salary Credit,21618.58,Completed
TXN004228,2024-02-03,CUS0035,SME,Petaling Jaya,Fixed Deposit,Withdrawal,ATM Withdrawal,3433.26,Completed
